Found 2 clusters
         36857989 function calls (36842332 primitive calls) in 57.549 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.002    0.000 traceback.py:313(extract)
     2177    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.010    0.002 collections.py:254(draw)
       62    0.000    0.000    0.001    0.000 stride_tricks.py:198(broadcast_arrays)
      180    0.000    0.000    0.000    0.000 lines.py:1019(_split_drawstyle_linestyle)
     72/4    0.000    0.000    0.025    0.006 pyparsing.py:1520(_parseCache)
       65    0.000    0.000    0.000    0.000 font_manager.py:775(set_size)
      326    0.000    0.000    0.000    0.000 functools.py:73(wraps)
      558    0.000    0.000    0.001    0.000 posixpath.py:61(isabs)
      140    0.000    0.000    0.003    0.000 transforms.py:2433(transform_affine)
     3290    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      380    0.000    0.000    0.020    0.000 inspect.py:2985(signature)
       17    0.000    0.000    0.001    0.000 numeric.py:2350(within_tol)
      117    0.000    0.000    0.004    0.000 rcsetup.py:90(<listcomp>)
       57    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        6    0.000    0.000    0.004    0.001 _base.py:2412(handle_single_axis)
       11    0.000    0.000    0.009    0.001 ops.py:800(_create_methods)
      307    0.000    0.000    0.001    0.000 contextlib.py:131(helper)
      177    0.000    0.000    0.006    0.000 rcsetup.py:69(f)
      198    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
      890    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       29    0.000    0.000    0.001    0.000 cycler.py:349(by_key)
       12    0.000    0.000    0.005    0.000 patches.py:484(draw)
      198    0.000    0.000    0.001    0.000 artist.py:627(set_figure)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
  435/256    0.000    0.000    0.000    0.000 transforms.py:2417(_get_is_affine)
      393    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
     2319    0.000    0.000    0.000    0.000 inspect.py:2739(parameters)
       95    0.000    0.000    0.002    0.000 text.py:180(update)
      244    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.point_in_path}
      547    0.000    0.000    0.000    0.000 _decorators.py:293(__init__)
      194    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       90    0.000    0.000    0.001    0.000 lines.py:1044(set_linestyle)
      393    0.000    0.000    0.001    0.000 __init__.py:421(<genexpr>)
        1    0.000    0.000    0.001    0.001 simpledialog.py:24(<module>)
      146    0.000    0.000    0.000    0.000 posixpath.py:71(join)
      385    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:919(_sanity_check)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:911(exec_module)
      128    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       48    0.000    0.000    0.002    0.000 lines.py:1229(update_from)
        9    0.000    0.000    0.005    0.001 backend_bases.py:1363(__init__)
      359    0.000    0.000    0.000    0.000 _distn_infrastructure.py:43(instancemethod)
      530    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      958    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:716(find_spec)
       60    0.000    0.000    0.000    0.000 rcsetup.py:72(<listcomp>)
      248    0.000    0.000    0.000    0.000 ops.py:326(_get_op_name)
      230    0.000    0.000    0.000    0.000 _distn_infrastructure.py:714(<genexpr>)
      201    0.000    0.000    0.000    0.000 lines.py:58(_scale_dashes)
       64    0.000    0.000    0.000    0.000 font_manager.py:1285(get_font)
     1646    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 plot.py:6(<listcomp>)
       32    0.000    0.000    0.001    0.000 ticker.py:1889(_staircase)
       70    0.000    0.000    0.001    0.000 artist.py:1008(set)
     1298    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
     1252    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      215    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
        1    0.000    0.000    0.023    0.023 pyparsing.py:61(<module>)
       50    0.000    0.000    0.001    0.000 transforms.py:819(from_extents)
      122    0.000    0.000    0.000    0.000 expr.py:152(<genexpr>)
       13    0.000    0.000    0.012    0.001 _distn_infrastructure.py:2668(__init__)
       48    0.000    0.000    0.000    0.000 text.py:52(get_rotation)
       71    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
      318    0.000    0.000    0.001    0.000 figure.py:55(_stale_figure_callback)
    63/11    0.000    0.000    0.027    0.002 pyparsing.py:3375(parseImpl)
       57    0.000    0.000    0.001    0.000 sre_compile.py:374(_mk_bitmap)
      734    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       64    0.000    0.000    0.016    0.000 backend_agg.py:248(_get_agg_font)
   121/59    0.000    0.000    0.005    0.000 pyparsing.py:3341(copy)
        1    0.000    0.000    0.004    0.004 mathtext.py:2738(<listcomp>)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3378(get_distribution_names)
      263    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
       32    0.000    0.000    0.017    0.001 backend_agg.py:197(get_text_width_height_descent)
      215    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      150    0.000    0.000    0.010    0.000 cm.py:68(_generate_cmap)
      108    0.000    0.000    0.001    0.000 deprecation.py:207(finalize)
       58    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        6    0.000    0.000    0.001    0.000 enum.py:547(<dictcomp>)
       11    0.000    0.000    0.001    0.000 ops.py:861(add_methods)
       43    0.000    0.000    0.000    0.000 __init__.py:1208(_register)
       94    0.000    0.000    0.001    0.000 artist.py:889(_update_property)
      648    0.000    0.000    0.000    0.000 transforms.py:1908(get_matrix)
      430    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
      322    0.000    0.000    0.000    0.000 __init__.py:1399(is_interactive)
    29/28    0.000    0.000    0.001    0.000 transforms.py:1056(get_points)
       65    0.000    0.000    0.000    0.000 font_manager.py:757(set_stretch)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3368(__init__)
       88    0.000    0.000    0.037    0.000 axis.py:963(iter_ticks)
      136    0.000    0.000    0.001    0.000 fromnumeric.py:2337(amin)
    25/24    0.000    0.000    0.001    0.000 transforms.py:422(bounds)
      169    0.000    0.000    0.001    0.000 artist.py:325(set_transform)
      232    0.000    0.000    0.000    0.000 __init__.py:1986(<listcomp>)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
     1471    0.000    0.000    0.000    0.000 path.py:217(codes)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      430    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        3    0.000    0.000    0.006    0.002 numeric.py:1(<module>)
      380    0.000    0.000    0.001    0.000 inspect.py:467(_is_wrapper)
       48    0.000    0.000    0.001    0.000 __init__.py:204(process)
       58    0.000    0.000    0.001    0.000 transforms.py:2013(translate)
       64    0.000    0.000    0.000    0.000 backend_agg.py:50(get_hinting_flag)
       86    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 matlib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 ticker.py:662(_compute_offset)
      140    0.000    0.000    0.006    0.000 markers.py:223(__init__)
      508    0.000    0.000    0.000    0.000 generic.py:7(_check)
      164    0.000    0.000    0.000    0.000 colors.py:423(__init__)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
       90    0.000    0.000    0.002    0.000 lines.py:1149(set_markerfacecolor)
    58/10    0.000    0.000    0.005    0.001 pyparsing.py:3266(leaveWhitespace)
       14    0.000    0.000    0.002    0.000 axis.py:342(_apply_params)
      138    0.000    0.000    0.001    0.000 fromnumeric.py:2227(amax)
     34/5    0.000    0.000    0.001    0.000 pyparsing.py:3297(streamline)
        1    0.000    0.000    0.001    0.001 main.py:17(format_banana_db)
      432    0.000    0.000    0.000    0.000 colors.py:188(<genexpr>)
       90    0.000    0.000    0.000    0.000 lines.py:1002(set_linewidth)
    27/12    0.000    0.000    0.135    0.011 __init__.py:1548(__call__)
      281    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
       84    0.000    0.000    0.000    0.000 ops.py:623(_make_flex_doc)
      291    0.000    0.000    0.000    0.000 __init__.py:329(iterable)
      140    0.000    0.000    0.000    0.000 markers.py:269(set_fillstyle)
    24/12    0.000    0.000    0.024    0.002 pyparsing.py:3525(parseImpl)
       32    0.000    0.000    0.022    0.001 axis.py:289(draw)
      123    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
     2268    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       96    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      321    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
        8    0.000    0.000    0.027    0.003 axis.py:1114(_get_tick_bboxes)
        9    0.000    0.000    0.000    0.000 accessor.py:56(_add_delegate_accessors)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3697(__init__)
       18    0.000    0.000    0.000    0.000 function_base.py:1079(diff)
        1    0.000    0.000    0.007    0.007 _axes.py:118(Axes)
        1    0.000    0.000    0.003    0.003 series.py:126(Series)
      130    0.000    0.000    0.001    0.000 pyplot.py:1792(<genexpr>)
      313    0.000    0.000    0.001    0.000 artist.py:179(convert_xunits)
      104    0.000    0.000    0.001    0.000 shape_base.py:11(atleast_1d)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      144    0.000    0.000    0.000    0.000 __init__.py:293(set_function_name)
       26    0.000    0.000    0.000    0.000 __init__.py:1191(nametowidget)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
      307    0.000    0.000    0.002    0.000 contextlib.py:57(__enter__)
      117    0.000    0.000    0.001    0.000 fromnumeric.py:49(_wrapfunc)
        1    0.000    0.000    0.001    0.001 expr.py:2(<module>)
       96    0.000    0.000    0.000    0.000 __init__.py:1348(is_math_text)
        2    0.000    0.000    0.022    0.011 __init__.py:57(<module>)
       16    0.000    0.000    0.001    0.000 ticker.py:1870(_validate_steps)
        1    0.000    0.000    0.000    0.000 parsers.py:1685(__init__)
       60    0.000    0.000    0.000    0.000 cm.py:47(<listcomp>)
        1    0.000    0.000    0.042    0.042 core.py:182(read_style_directory)
        6    0.000    0.000    0.000    0.000 collections.py:855(set_sizes)
       90    0.000    0.000    0.001    0.000 lines.py:1163(set_markerfacecoloralt)
       22    0.000    0.000    0.000    0.000 transforms.py:2481(__init__)
       53    0.000    0.000    0.001    0.000 core.py:890(__init__)
     1421    0.000    0.000    0.000    0.000 path.py:236(simplify_threshold)
     1589    0.000    0.000    0.000    0.000 path.py:203(vertices)
       84    0.000    0.000    0.000    0.000 ticker.py:549(fix_minus)
      318    0.000    0.000    0.001    0.000 pyplot.py:557(_auto_draw_if_interactive)
      143    0.000    0.000    0.000    0.000 lines.py:1190(set_xdata)
       39    0.000    0.000    0.001    0.000 __init__.py:1538(_add_data_doc)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
      140    0.000    0.000    0.000    0.000 transforms.py:2437(transform_non_affine)
      688    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(<genexpr>)
     1081    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      808    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        1    0.000    0.000    0.053    0.053 __init__.py:101(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:720(StataMissingValue)
       11    0.000    0.000    0.002    0.000 pyparsing.py:2631(__init__)
    77/37    0.000    0.000    0.000    0.000 transforms.py:2385(_invalidate_internal)
   121/59    0.000    0.000    0.004    0.000 pyparsing.py:3343(<listcomp>)
       19    0.000    0.000    0.001    0.000 ipaddress.py:1459(__init__)
       41    0.000    0.000    0.005    0.000 patches.py:191(get_transform)
      175    0.000    0.000    0.000    0.000 artist.py:338(get_transform)
      139    0.000    0.000    0.001    0.000 transforms.py:1267(__add__)
        1    0.000    0.000    0.087    0.087 __init__.py:106(<module>)
     1460    0.000    0.000    0.000    0.000 inspect.py:2442(annotation)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
        1    0.000    0.000   56.717   56.717 main.py:36(test_dbscan)
       11    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
        5    0.000    0.000    0.000    0.000 textwrap.py:234(_wrap_chunks)
        5    0.000    0.000    0.010    0.002 common.py:1(<module>)
       27    0.000    0.000    0.000    0.000 posixpath.py:318(normpath)
        1    0.000    0.000    0.004    0.004 mlab.py:155(<module>)
       44    0.000    0.000    0.001    0.000 transforms.py:1536(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
     1497    0.000    0.000    0.000    0.000 path.py:255(should_simplify)
        1    0.000    0.000    0.001    0.001 distance.py:72(<module>)
        5    0.000    0.000    0.084    0.017 base.py:1(<module>)
        4    0.000    0.000    0.095    0.024 axis.py:1177(draw)
       61    0.000    0.000    0.000    0.000 transforms.py:2720(__init__)
       43    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1896(_define_aliases)
      216    0.000    0.000    0.002    0.000 sre_parse.py:90(closegroup)
       34    0.000    0.000    0.000    0.000 groupby.py:3348(_whitelist_method_generator)
      170    0.000    0.000    0.000    0.000 rcsetup.py:59(__call__)
      693    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       25    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
